Study_ID,Location_ID,Study_Specific_Location_ID,Location_Name,Field_Collection_End_Date_Time,Reslt_Parameter_Name,Result_Value,Time_Basis,Lat,Lon,Calculated_Result_System_ID,LocationInfo_Location_Name,LocationInfo_State,County
AMS001,05A110,05A110,S. FORK STILLY NEAR GRANITE FALLS,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",50.6718,Water Year,48.10316,-121.95319,1447966207,SOUTH FORK STILLY NEAR GRANITE FALLS,WA,Snohomish
AMS001,05A070,05A070,STILLAGUAMISH RIVER NEAR SILVANA,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",80.6491,Water Year,48.1970437919338,-122.210700690348,1447911445,STILLAGUAMISH RIVER NEAR SILVANA,WA,Snohomish
AMS001,05A090,05A090,SOUTH FORK STILLAGUAMISH AT ARLINGTON,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",99.9861,Water Year,48.20066,-122.11903,1447844020,SOUTH FORK STILLAGUAMISH AT ARLINGTON,WA,Snohomish
AMS001,05B070,05B070,NO. FORK STILLAGUAMISH AT CICERO,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",86.044,Water Year,48.26788,-122.01347,1447928027,NORTH FORK STILLAGUAMISH AT CICERO,WA,Snohomish
AMS001,07D050,07D050,SNOQUALMIE RIVER NEAR MONROE,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",92.1236,Water Year,47.80371,-122.0029,1447907084,SNOQUALMIE RIVER NEAR MONROE,WA,Snohomish
AMS001,05B110,05B110,N. FORK STILLAGUAMISH NEAR DARRINGTON,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",78.4687,Water Year,48.27983,-121.70235,1447900742,NORTH FORK STILLAGUAMISH NEAR DARRINGTON,WA,Snohomish
AMS001,54A120,54A120,SPOKANE RIVER AT RIVERSIDE STATE PARK,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",94.5113,Water Year,47.69656,-117.49772,1447887617,Spokane RIVER AT RIVERSIDE STATE PARK,WA,Spokane
AMS001,57A150,57A150,SPOKANE RIVER AT STATELINE BRIDGE,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",94.5317,Water Year,47.698511187661,-117.044644014284,1447838667,Spokane RIVER AT STATELINE BRIDGE,WA,Spokane
AMS001,55B070,55B070,LITTLE SPOKANE RIVER NEAR MOUTH,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",85.3714,Water Year,47.7832287900601,-117.529681975272,1447846979,LITTLE Spokane RIVER NEAR MOUTH,WA,Spokane
AMS001,54C050,54C050,COULEE CREEK @ N BROOKS RD,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",85.0939,Water Year,47.7308888888889,-117.68375,1448011480,COULEE CREEK AT NORTH BROOKS RD,WA,Spokane
AMS001,56A070,56A070,HANGMAN CREEK AT MOUTH,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",66.9346,Water Year,47.6546129466202,-117.45438020575,1447852533,HANGMAN CREEK AT MOUTH,WA,Spokane
AMS001,54B100,54B100,DEEP CREEK @  GARFIELD RD BRIDGE,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",87.1173,Water Year,47.7036388888889,-117.591944444444,1448011265,DEEP CREEK AT GARFIELD RD BRIDGE,WA,Spokane
AMS001,54A090,54A090,SPOKANE R @ NINEMILE BR,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",84.0692,Water Year,47.7748873284897,-117.544670633911,1447885543,Spokane RIVER AT NINEMILE BRIDGE,WA,Spokane
AMS001,61A070,61A070,COLUMBIA RIVER AT NORTHPORT,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",83.8605,Water Year,48.9224113100755,-117.776649689226,1447953508,COLUMBIA RIVER AT NORTHPORT,WA,Stevens
AMS001,59B200,59B200,LITTLE Pend Oreille R NR NATWILDREF,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",75.1503,Water Year,48.4600288774288,-117.732110435985,1447997801,LITTLE Pend Oreille RIVER NR NATWILDREF,WA,Stevens
AMS001,59A080,59A080,Colville R abv Kettle Falls,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",78.7284,Water Year,48.58863,-117.99125,1447922885,COLLVILLE RIVER ABOVE KETTLE FALLS,WA,Stevens
AMS001,11A070,11A070,NISQUALLY RIVER AT NISQUALLY,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",51.7894,Water Year,47.06176,-122.69624,1447893534,NISQUALLY RIVER AT NISQUALLY,WA,Thurston
AMS001,13A060,13A060,DESCHUTES RIVER AT E ST BRIDGE,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",83.5623,Water Year,47.01176,-122.90319,1447955638,DESCHUTES RIVER AT EAST ST BRIDGE,WA,Thurston
AMS001,01A120,61A070,LITTLE SPOKANE RIVER NEAR MOUTH,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",92.3012,Water Year,48.84167,-117.68375,1447955638,COLUMBIA RIVER AT NORTHPORT,WA,Wahkiakum
AMS001,32A070,32A070,Walla Walla RIVER NEAR TOUCHET,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",84.4856,Water Year,46.03763,-118.76638,1447872307,Walla Walla RIVER NEAR TOUCHET,WA,Walla Walla
AMS001,01A120,01A120,NOOKSACK R @ NO CEDARVILLE,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",74.3168,Water Year,48.84167,-122.29305,1447972619,NOOKSACK RIVER AT NORTH CEDARVILLE,WA,Whatcom
AMS001,01A050,01A050,NOOKSACK R @ BRENNAN,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",95.9111,Water Year,48.81944,-122.57861,1447900253,NOOKSACK RIVER AND BRENNAN,WA,Whatcom
AMS001,01N060,01N060,BERTRAND CR. @ RATHBONE RD,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",98.231,Water Year,48.9240022486613,-122.529901573591,1448002518,BERTRAND CREEK AT RATHBONE RD,WA,Whatcom
AMS001,34B110,34B110,SF PALOUSE RIVER AT PULLMAN,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",82.7941,Water Year,46.73266,-117.181,1447940729,SOUTH PALOUSE RIVER AT PULLMAN,WA,Whitman
AMS001,34A170,34A170,PALOUSE RIVER AT PALOUSE,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",78.159,Water Year,46.90911,-117.07655,1447918587,PALOUSE RIVER AT PALOUSE (BRIDGE ST),WA,Whitman
AMS001,38A050,38A050,NACHES RIVER AT YAKIMA ON US HWY 97,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",97.6107,Water Year,46.630011,-120.515188,1447942337,NACHES RIVER AT YAKIMA ON US HWY 98,WA,Yakima
AMS001,37A205,37A205,YAKIMA RIVER AT KNOB HILL,2016,"Freshwater Quality Index, Turbidity (Water Year Mean)",94.6531,Water Year,46.5815,-120.4617,1447934051,YAKIMA RIVER AT NOB HILL,WA,Yakima
