ID,ERTS_number,County,City,Address1,Address2,Location,Latitude,Longitude,Medium,Incident_Category,Source_Type,Source,Oil_type,Quantity_total,QuantityToWater,Quantity_Imp,Quantity_recovered,Activity,Cause_Type,Cause,Regulated,Impact,Date_incident,CaseName,ReportID
780,670098,SNOHOMISH,MARYSVILLE,5438 47TH AVE NE,,,48.0467,-122.1657,Storm Water Retention Pond - Wet,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,UNKNOWN,2.0,2.0,,0.0,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,1/18/2017,Mystery sheen from outfall Marysville,176357
783,670158,KING,SNOQUALMIE,,,Snoqualmie Falls Dam,47.53966,-121.834763,Stream/River,Oil Spill,Facility,POWER GENERATION UTILITY,HYDRAULIC OIL,5.0,5.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,1/19/2017,Puget Sound Energy Hydrualic Oil Spill Snoqualmie River,176394
784,670181,KING,KIRKLAND,10903 NE 53RD ST,,,47.65484,-122.19478,Storm Drain Pipe,Oil Spill,Vehicle,COMMERCIAL TRUCK,COOLANT,5.0,5.0,,,Z- OTHER,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,POTENTIAL POLLUTION ONLY-NO RELEASE,1/20/2017,School District Parking Lot Radiator Fluid Spill,176630
785,670194,CLALLAM,PORT ANGELES,,,Anchor - PORT ANGELES,48.14133,-123.37582,Puget Sound,Oil Spill,Unknown,UNKNOWN,SHEEN,3.140000104904180,3.140000104904180,,0.0,Z-UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,1/21/2017,Port Angeles Harbor Mystery Sheen,176440
786,670120,COWLITZ,LONGVIEW,700 7th Ave,,"Columbia Ford Hyundai, Inc.",46.124938,-122.930507,Wetland - Fresh,Oil Spill,Private Property,ABOVEGROUND STORAGE TANK,OILY WASTE,75.0,75.0,,71.0,INTERNAL TRANSFER,"QUIPMENT/MATERIAL FAILURE,ORG/MANAGEMENT FAILURE","INSTALLATION, LACK OF PLANNED MAINTENANCE PROGRAM, STRUCTURAL FAILURE",N,"CONTAMINATED ROADWAY/PARKING LOT, SOIL CONTAMINATION, WATER POLLUTION",1/18/2017,"Columbia Ford Hyundai, Inc.oil spill, 01/18/2017",176558
788,670205,KING,SEATTLE,1500 Broadway,,SHELL GAS STATION,47.61426,-122.32053,Catch Basin - Wet,Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,GASOLINE,10.0,10.0,,,FUELING (NON-VESSEL),HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,POTENTIAL POLLUTION ONLY-NO RELEASE,1/23/2017,King County Metro Van Pool gasoline spill,176493
789,670244,SPOKANE,DEER PARK-SPOKANE,,,Intersection of Hwy 395 and Monroe in Spring Creek,47.953988,-117.488365,Creek,Vehicular Accident-Oil Spill,Public Lands,HIGHWAY/ROAD,LUBE OIL/MOTOR OIL,4.0,4.0,,0.0,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,1/24/2017,Spring Creek spill 1/24/16,176501
790,670168,COWLITZ,LONGVIEW,1701 Industrial Way,,,46.130848,-122.979399,Fresh water,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,DIESEL/MARINE GAS OIL,30.0,30.0,,30.0,STATIC OR PERFORMING DESIGNED FUNCTION,UNKNOWN,UNKNOWN,N,WATER POLLUTION,1/19/2017,Off road diesel spill at Weyerhauser,176510
792,670303,KING,SEATTLE,SOUTH OF HOLGATE ST,,MILE POST 164 NORTHBOUND I-5,47.58812,-122.32018,Storm Drain Pipe,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,20.0,20.0,,,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,CONTAMINATED ROADWAY/PARKING LOT,1/27/2017,Summit Freight Diesel Spill Seattle,176638
793,670346,KING,SEATTLE,4TH AVE NE & WOODLAWN AVE NE,,,47.67789,-122.32618,Storm Drain Pipe,"Chemical Release,Vehicular Accident-Oil Spill",Vehicle,COMMERCIAL TRUCK,PESTICIDE,4.0,4.0,,,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,POTENTIAL POLLUTION ONLY-NO RELEASE,1/30/2017,Washington Tree & Lawn Care pesticide spill,176648
795,670340,JEFFERSON,PORT TOWNSEND,2601 Washington Street,,Port Townsend Bay,48.106,-122.778,Puget Sound,Oil Spill,Facility,SHIPYARD/PORT FACILITY,HYDRAULIC OIL,23.0,23.0,,,NOT OPERATING OR PERFORMING DESIGNED FUN,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,WATER POLLUTION,1/30/2017,Port of Port Townsend Boat Lift Hydraulic Oil Spill,176674
796,670387,FRANKLIN,KAHLOTUS,,,Lower Monumental Dam,46.563487,-118.539469,Stream/River,Oil Spill,Facility,POWER GENERATION UTILITY,LUBE OIL/MOTOR OIL,1.0,1.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,1/31/2017,"Lower Monumental Dam, 4 oz sheen from Unit 5 start",176679
797,670373,KING,SEATTLE,1483 ALASKAN WAY,,SEATTLE AQUARIUM,47.60713,-122.34369,Puget Sound,Oil Spill,Vehicle,COMMERCIAL TRUCK,HYDRAULIC OIL,2.0,2.0,,1.0,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,1/28/2017,"CEDAR GROVE ORGANICS waste truck, oil spill",176926
798,670375,SKAGIT,BURLINGTON,,,I-5 SOUTHBOUND EXIT 230,48.466792,-122.342987,Catch Basin - Wet,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,20.0,20.0,,20.0,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,1/27/2017,Commercial truck diesel release Burlington,176927
800,670307,BENTON,MC NARY DAM,82925 DEVORE ROAD UMATILLA,,MCNARY DAM,45.93621,-119.29815,Fresh water,Oil Spill,Facility,GOVERNMENT FACILITIES,LUBE OIL/MOTOR OIL,1.0,1.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,1/25/2017,Mcnary Dam lube oil spill,176897
801,670532,KITSAP,BREMERTON,ERLAND'S PT RD NW & AUSTIN DR,,,47.596845,-122.698313,Fresh water,Oil Spill,Vehicle,OTHER - VEHICLE,TRANSMISSION FLUID,1.0,1.0,,0.5,UNDERWAY OR IN MOTION,UNKNOWN,UNKNOWN,N,WATER POLLUTION,2/5/2017,VEHICLE IN DITCH BREMERTON,176886
802,670535,KLICKITAT,JOHN DAY DAM,JOHN DAY DAM,,JOHN DAY DAM,45.715177,-120.69256,Fresh water,Oil Spill,Facility,POWER GENERATION UTILITY,MINERAL OIL/TRANSFORMER OIL,1.0,1.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,2/7/2017,John Day Dam Turbine Oil Release,176900
803,670544,KING,FEDERAL WAY,SOUTHBOUND I-5,320TH EXIT RAMP,,47.31581,-122.29806,Storm Water Retention Pond - Wet,Vehicular Accident-Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,GASOLINE,5.0,5.0,,,UNDERWAY OR IN MOTION,EXTERNAL CONDITIONS,ICE,N,WATER POLLUTION,2/8/2017,Car in retention pond SB I-5 & 320th,176906
804,670587,KING,CLYDE HILL,1428 92ND AVE NE,,,47.62378,-122.21756,Catch Basin - Wet,Oil Spill,Unknown,UNKNOWN,HEATING OIL,5.0,5.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,UNKNOWN,UNKNOWN,N,"SOIL CONTAMINATION, WATER POLLUTION",2/9/2017,Unknown sheen from private residence Clyde Hill,176949
805,670595,KING,REDMOND,2602 174TH AVE NE,,,47.633641,-122.107373,Fresh water,Oil Spill,Private Property,RESIDENTIAL,USED OIL,1.0,1.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EXTERNAL CONDITIONS,RAIN,N,WATER POLLUTION,2/9/2017,OILY WATER FLOWING FROM RESIDENTIAL GARAGE,176951
806,670602,KING,SEATTLE,511 N 95th St,,,47.69764,-122.3518,Ditch - Wet,Oil Spill,Private Property,RESIDENTIAL,HEATING OIL,30.0,30.0,,30.0,NOT OPERATING OR PERFORMING DESIGNED FUN,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,"SOIL CONTAMINATION, WATER POLLUTION",2/9/2017,LEAKING RESIDENTIAL UST ,176960
807,670577,KING,SEATTLE,CORSON AVE S & MICHIGAN ST,,,47.547503,-122.321473,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,5.0,5.0,,3.5,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,2/8/2017,VECTOR CONSTRUCTION DIESEL SPILL SEATTLE,176987
808,670585,KING,SEATTLE,LAKE CITY WAY NE & NE 130TH ST,,,47.7229,-122.293286,Fresh water,Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,LUBE OIL/MOTOR OIL,4.0,4.0,,2.0,UNDERWAY OR IN MOTION,EXTERNAL CONDITIONS,RAIN,N,WATER POLLUTION,2/8/2017,MOTOR OIL SPILL SEATTLE,176986
810,670719,KING,RENTON,743 RAINIER AVE,,,47.47282,-122.22162,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,50.0,50.0,,,UNDERWAY OR IN MOTION,EXTERNAL CONDITIONS,NO APPROPRIATE VALUE,N,WATER POLLUTION,2/14/2017,Swift Trucking diesel spill Renton,177033
812,670745,KING,REDMOND,18750 NE 65th St,,Terex,47.66512,-122.08833,Storm Water Retention Pond - Wet,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,HYDRAULIC OIL,20.0,20.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,2/15/2017,Terex/Genie Industries hydraulic spill,177077
814,670752,PIERCE,FIFE,3011 70th Ave E,,NorWesCo in Fife,47.2289,-122.3335,Storm Water Retention Pond - Wet,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,10.0,10.0,,,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,CONTAMINATED ROADWAY/PARKING LOT,2/15/2017,Diesel Spill from Semi Truck in Fife,177117
817,670787,WHATCOM,BELLINGHAM - WHAT,E COLLEGE DRIVE,,WESTERN WA UNIVERSITY,48.737116,-122.484271,Fresh water,Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,GASOLINE,5.0,5.0,,,Z- UNKNOWN,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,CONTAMINATED ROADWAY/PARKING LOT,2/16/2017,Unknown Oil Spill Western WA University ,177142
818,670795,CLARK,VANCOUVER,208 W 28th St,,,45.64174,-122.6725,Fresh water,Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,LUBE OIL/MOTOR OIL,1.0,1.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,HUMAN ERROR,IMPROPER EQUIPMENT USE,N,WATER POLLUTION,2/15/2017,Vancouver Driveway Spill 2/15/17,177575
819,670804,CLARK,VANCOUVER,88th St. & S. Johns Ave,,,45.685908,-122.625343,Storm Water Retention Pond - Wet,Oil Spill,Vehicle,COMMERCIAL TRUCK,LUBE OIL/MOTOR OIL,10.0,10.0,,,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,"SOIL CONTAMINATION, WATER POLLUTION",2/16/2017,FedEx vs Rods Escavating and Demolition Oil Spill ,177136
820,670611,DOUGLAS,EAST WENATCHEE,HWY 2 MP 135,,HWY 2 MP 135,47.55589,-120.25477,Fresh water,Vehicular Accident-Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,100.0,100.0,,,UNDERWAY OR IN MOTION,"XTERNAL CONDITIONS,UNKNOWN","ICE, UNKNOWN",N,WATER POLLUTION,2/9/2017,DLM truck wreck in Columbia River,177345
821,670790,KING,SEATTLE,GREENWOOD AVE N & N 85TH ST,,,47.69061,-122.355291,Fresh water,Oil Spill,Vehicle,BUS OR PUBLIC TRANSPORTATION,LUBE OIL/MOTOR OIL,6.0,6.0,,,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,2/15/2017,Motor Oil Spill King County Metro,177177
823,670806,KING,SEATTLE,1050 SPOKANE ST,TERMINAL 18,,47.5715,-122.34699,Catch Basin - Wet,Oil Spill,Vehicle,CONSTRUCTION/UTILITY VEHICLE,HYDRAULIC OIL,20.0,20.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,"CONTAMINATED ROADWAY/PARKING LOT, WATER POLLUTION",2/15/2017,SSA top-pick Hydraulic Oil to Pavement Harbor Island Terminal 18,177154
824,670864,CLARK,VANCOUVER,7101 NE 162nd St,,Private Residence,45.73845,-122.60109,Ditch - Wet,Oil Spill,Facility,POWER GENERATION UTILITY,MINERAL OIL/TRANSFORMER OIL,20.0,20.0,,0.0,MAINTENANCE/TESTING,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,WATER POLLUTION,2/17/2017,Vancouver Mineral Oil Spill 2/17/17,177183
825,670703,KING,SEATTLE,12400 51st Pl S,,,47.49217,-122.27013,Catch Basin - Wet,Oil Spill,Facility,SHIPYARD/PORT FACILITY,HYDRAULIC OIL,5.0,5.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,2/11/2017,"BNSF intermodal facility, lift vehicle, Hydraulic Spill",177587
826,670817,KING,FEDERAL WAY,111 S 344TH ST,,,47.293442,-122.314329,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,15.0,15.0,,,UNDERWAY OR IN MOTION,HUMAN ERROR,JUDGMENT,N,WATER POLLUTION,2/17/2017,Diesel Spill due to Collision Federal Way,177329
829,670898,THURSTON,OLYMPIA,1300 Block Clover LP SE,,Meadow Subdivision,47.03923,-122.89136,Fresh water,Oil Spill,Private Property,RESIDENTIAL,UNKNOWN,1.0,1.0,,,Z- UNKNOWN,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,2/21/2017,Olympia Residential Sheen to Storm Drain 2/21/17,177373
830,670952,KING,KIRKLAND,11750 NE 118th St,,,47.70635,-122.18225,Fresh water,Oil Spill,Unknown,UNKNOWN,UNKNOWN,1.0,1.0,,,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,2/19/2017,Mystery Sheen in Parking Lot Kirkland,177290
838,671024,WHATCOM,BELLINGHAM - WHAT,4255 MITCHELL WAY,,BELLINGHAM INTERNATIONAL AIRPORT,48.794187,-122.530716,Fresh water,Oil Spill,Vehicle,AIRCRAFT,JET FUEL/KEROSENE,280.0,280.0,,260.0,UNDERWAY OR IN MOTION,HUMAN ERROR,INACCURATE COMPUTATION,N,WATER POLLUTION,2/27/2017,BELLINGHAM PLANE CRASH ,177433
839,671035,KING,SEATTLE,3546 W MARGINAL WAY SW,,,47.57274,-122.3563,Brackish,"Oil Spill,Collision",Vessel,TUG,DIESEL/MARINE GAS OIL,1340.0,1340.0,,1273.0,UNDERWAY OR IN MOTION,"UMAN ERROR,ORG/MANAGEMENT FAILURE","EQUIPMENT/SYSTEM DESIGN, JUDGMENT",N,WATER POLLUTION,2/28/2017,"Tug Island Wind, Island Tug &  Barge, collision &  spill",177412
840,670994,COWLITZ,WOODLAND-COWLITZ,,,LAKE MERWIN,45.98318,-122.4725,Fresh water,Oil Spill,Vessel,RECREATIONAL VESSEL,GASOLINE,5.0,5.0,,,NOT OPERATING OR PERFORMING DESIGNED FUN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,2/24/2017,"Pleasure Craft Sank in Lake Merwin, Woodland",177415
841,670903,PIERCE,TACOMA,930 Tacoma Ave S,,Pierce County Admin. Building,47.25371,-122.44604,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,5.0,5.0,,,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,"CONTAMINATED ROADWAY/PARKING LOT, WATER POLLUTION",2/21/2017,Pierce County Diesel Spill 2/21/17,177428
842,671059,PIERCE,BUCKLEY,Sheets Ave and Ryan Rd,,Buckley,47.15623,-122.00458,Ditch - Wet,"Oil Spill,Other Non-Oil",Public Lands,DRUM OR CONTAINER,OILY WATER MIXTURE,30.0,30.0,,30.0,Disposing,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,POTENTIAL POLLUTION ONLY-NO RELEASE,3/1/2017,55-gallon Drums in a Ditch on Sheets Road - Buckley 3-1-17,177443
843,671059,PIERCE,BUCKLEY,Sheets Ave and Ryan Rd,,Buckley,47.15623,-122.00458,Ditch - Wet,"Oil Spill,Other Non-Oil",Public Lands,DRUM OR CONTAINER,WASTE WATER,55.0,55.0,,55.0,Disposing,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,POTENTIAL POLLUTION ONLY-NO RELEASE,3/1/2017,55-gallon Drums in a Ditch on Sheets Road - Buckley 3-1-17,177443
846,671089,PIERCE,SUMNER,1907 Fryar Ave,,METALTECH ,47.2103,-122.2421,Storm Drain Pipe,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,OILY WASTE,5.0,5.0,,0.0,NOT OPERATING OR PERFORMING DESIGNED FUN,ORG/MANAGEMENT FAILURE,LACK OF PLANNED MAINTENANCE PROGRAM,N,WATER POLLUTION,3/1/2017,"Cutting Oil Run-off to Catch Basin, Sumner",177465
847,671098,KING,SEATTLE,1200 WESTLAKE AVE N,,AGC BUILDING,47.629834,-122.340969,Fresh water,Oil Spill,Vessel,RECREATIONAL VESSEL,DIESEL/MARINE GAS OIL,1.0,1.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,HUMAN ERROR,IMPROPER EQUIPMENT USE,N,WATER POLLUTION,3/2/2017,Lake Washington Sheen from Grand Adventure,177503
848,671107,KING,SEATTLE,1200 WESTLAKE AVE N,DOCK D,,47.629834,-122.340969,Fresh water,Oil Spill,Vessel,RECREATIONAL VESSEL,DIESEL/MARINE GAS OIL,1.0,1.0,,,BILGE PUMPING,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,3/2/2017,Bilge Pump Oil Discharge ,177578
851,671071,PIERCE,SPANAWAY,7502 208th St Ct E,,,47.06704,-122.32975,Fresh water,Oil Spill,Private Property,RESIDENTIAL,LUBE OIL/MOTOR OIL,1.0,1.0,,,Z- OTHER,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,WATER POLLUTION,2/18/2017,Vehicles Being Cut Up Creating Oil Spill in Spanaway,177660
852,671075,CLARK,VANCOUVER,5600 NE 121st Ave,,,45.66374,-122.55079,Fresh water,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,GREASE,1.0,1.0,,,Z- UNKNOWN,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,"SOIL CONTAMINATION, WATER POLLUTION",3/1/2017,Storm Water Retention Pond - Mystery Sheen,178596
853,671129,CLARK,VANCOUVER,4601 NE 78th St,,,45.67837,-122.62419,Catch Basin - Wet,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,OILY WASTE,10.0,10.0,,0.0,UNDERWAY OR IN MOTION,UNKNOWN,UNKNOWN,N,WATER POLLUTION,3/3/2017,"Auto Shop Dumping fluids in catch basin, Vancouver",177505
854,671163,PACIFIC,SOUTH BEND,271 Bay Center Dike Rd,,271 Bay Center Dike Road,46.62127,-123.94554,Brackish,"Oil Spill,Loss of vessel - Sinking",Vessel,RECREATIONAL VESSEL,DIESEL/MARINE GAS OIL,355.0,355.0,,0.0,NOT OPERATING OR PERFORMING DESIGNED FUN,"QUIPMENT/MATERIAL FAILURE,ORG/MANAGEMENT FAILURE","INADEQUATE MAINTENANCE, STRUCTURAL FAILURE",N,WATER POLLUTION,3/4/2017,"PC Hero, sinking &   oil spill",177512
855,671141,KING,BELLEVUE,24TH NE & 140TH,,,47.63159,-122.15376,Fresh water,Oil Spill,Unknown,UNKNOWN,GASOLINE,1.0,1.0,,,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,3/3/2017,Mystery diesel odor near storm water facility Bellevue,177601
856,671178,KING,SEATTLE,221 MINOR AVE,MINOR RD & JOHN,,47.619946,-122.333029,Fresh water,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,ASPHALT/CREOSEOTE,10.0,10.0,,10.0,CONSTRUCTION,HUMAN ERROR,PROCEDURAL ERROR,N,WATER POLLUTION,3/6/2017,SEATTLE ASPHALT ,177659
857,671202,WALLA WALLA,BURBANK,2763 Monument Dr,,Ice Harbor Dam,46.24692,-118.8808,Stream/River,Oil Spill,Facility,POWER GENERATION UTILITY,LUBE OIL/MOTOR OIL,1.0,1.0,,0.0,MAINTENANCE/TESTING,HUMAN ERROR,IMPROPER EQUIPMENT USE,N,WATER POLLUTION,3/6/2017,Ice Harbor /one gallon turbine oil sheen,177570
859,671206,COWLITZ,WOODLAND-COWLITZ,1600 Atlantic Ave,,Woodland Pacific Pride,45.911637,-122.745691,Fresh water,Oil Spill,Facility,RETAIL PETROLEUM OUTLET,DIESEL/MARINE GAS OIL,5.0,5.0,,,FUELING (NON-VESSEL),HUMAN ERROR,IMPROPER EQUIPMENT USE,N,WATER POLLUTION,3/7/2017,"PLM Expidition Diesel Spill, Woodland",177691
860,671245,KING,BELLEVUE,COAL CREEK PKWY SE & 124TH AVE,,,47.56635,-122.1747,Creek,Oil Spill,Vehicle,CONSTRUCTION/UTILITY VEHICLE,HYDRAULIC OIL,15.0,15.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,"CONTAMINATED ROADWAY/PARKING LOT, WATER POLLUTION",3/7/2017,Potelco pole truck Hydraulic Oil Spill Bellevue,177706
861,671253,PEND OREILLE,NEWPORT-PEND OREILLE,451 Sandy Shore Rd,,,48.234329,-117.119753,Stream/River,Oil Spill,Vessel,PUBLIC VESSEL,HYDRAULIC OIL,1.0,1.0,,1.0,CONSTRUCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,3/8/2017,Pend Oreille PUD spill,177721
