ID,ERTS_number,County,City,Address1,Address2,Location,Latitude,Longitude,Medium,Incident_Category,Source_Type,Source,Oil_type,Quantity_total,QuantityToWater,Quantity_Imp,Quantity_recovered,Activity,Cause_Type,Cause,Regulated,Impact,Date_incident,CaseName,ReportID
21,658440,KING,BELLEVUE,116TH & 10TH AVE NE,,,47.61921,-122.18559,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,35.0,35.0,,,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,7/27/2015,Bellevue Semi-Truck Diesel Spill ,161694
22,658503,KING,CARNATION,4333 Tolt Ave,,JACKSON'S SHELL,47.64703,-121.91518,Catch Basin - Wet,Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,DIESEL/MARINE GAS OIL,10.0,10.0,,10.0,FUELING (NON-VESSEL),HUMAN ERROR,INATTENTION/DISTRACTION,N,POTENTIAL POLLUTION ONLY-NO RELEASE,7/30/2015,JACKSONS SHELL DIESEL SPILL,161733
23,658512,KING,SEATTLE,MARTIN LUTHER KING JR WAY & ORCAS ST,,,47.55123,-122.288227,Fresh water,Oil Spill,Facility,RETAIL PETROLEUM OUTLET,GASOLINE,1.0,1.0,,,Z- OTHER,HUMAN ERROR,JUDGMENT,N,WATER POLLUTION,7/31/2015,GASOLINE SPILL MLK AND ORCAS,161757
24,658552,KING,SEATTLE,2608 BOYER AVE E,,QUEEN CITY YACHT CLUB,47.64409,-122.31533,Fresh water,Oil Spill,Vessel,RECREATIONAL VESSEL,UNKNOWN,1.0,1.0,,,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,8/3/2015,Queen City Yacht Club Sheen,161821
27,658702,LINCOLN,WILBUR,,,Seven Bays Marina,47.85423,-118.341655,Lake,Oil Spill,Vessel,RECREATIONAL VESSEL,GASOLINE,2.0,2.0,,0.0,FUELING (VESSEL),HUMAN ERROR,INATTENTION/DISTRACTION,N,POTENTIAL POLLUTION ONLY-NO RELEASE,8/9/2015,Seven Bays Marina/gasoline sheen,161936
30,658741,CHELAN,CHELAN,LAKE CHELAN,12345 Westwood,Peterson's Beach,47.837587,-120.027143,Fresh water,Oil Spill,Vessel,RECREATIONAL VESSEL,GASOLINE,1.5700000524520900,1.5700000524520900,,,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,8/11/2015,Peterson Beach Mystery gas sheen,162008
31,658609,KING,TUKWILA,441 COSTCO DR,,COSTCO,47.4443,-122.24892,Fresh water,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,EDIBLE/VEGETABLE OIL,510.0,510.0,,10.0,STATIC OR PERFORMING DESIGNED FUNCTION,ORG/MANAGEMENT FAILURE,INADEQUATE MAINTENANCE,N,"CONTAMINATED ROADWAY/PARKING LOT, WATER POLLUTION",8/5/2015,ERTS# 658609 COSTCO GREASE TRAP,162716
34,658672,SNOHOMISH,EVERETT,,,EBEY SLOUGH,47.98095,-122.14475,Stream/River,"Oil Spill,Grounding",Vessel,RECREATIONAL VESSEL,DIESEL/MARINE GAS OIL,1.0,1.0,,0.0,NOT OPERATING OR PERFORMING DESIGNED FUN,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,WATER POLLUTION,8/8/2015,PC WN-0998LB sinking and spill,162062
35,658672,SNOHOMISH,EVERETT,,,EBEY SLOUGH,47.98095,-122.14475,Stream/River,"Oil Spill,Grounding",Vessel,RECREATIONAL VESSEL,OILY WATER MIXTURE,165.0,165.0,,165.0,NOT OPERATING OR PERFORMING DESIGNED FUN,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,WATER POLLUTION,8/8/2015,PC WN-0998LB sinking and spill,162062
36,658348,KING,SEATAC,17801 PACIFIC HWY,,SEATAC AIRPORT,47.440616,-122.296162,Fresh water,Oil Spill,Vehicle,AIRCRAFT,JET FUEL/KEROSENE,400.0,400.0,,,FUELING (NON-VESSEL),EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,7/22/2015,SEATAC Hawaiian Air JetA,162087
37,658644,KING,KENT,19929 77TH AVE S,,QUALA WASH HOLDING,47.423502,-122.23868,Fresh water,Oil Spill,Facility,OTHER - FACILITY,OILY WASTE,1.0,1.0,,,Z- OTHER,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,WATER POLLUTION,8/7/2015,Quala Wash unknown dumping,162151
39,658822,KING,AUBURN,161ST PL & SE AUBURN BLACK DIAMOND RD,,,47.31933,-122.1309,Creek,Fire/explosion,Vehicle,NON-COMMERCIAL VEHICLE,GASOLINE,5.0,5.0,,0.0,Z- OTHER,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,WATER POLLUTION,8/13/2015,Covington Creek Truck Fire,162244
40,658822,KING,AUBURN,161ST PL & SE AUBURN BLACK DIAMOND RD,,,47.31933,-122.1309,Creek,Fire/explosion,Vehicle,NON-COMMERCIAL VEHICLE,LUBE OIL/MOTOR OIL,1.0,1.0,,0.0,Z- OTHER,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,WATER POLLUTION,8/13/2015,Covington Creek Truck Fire,162244
41,658853,KING,BURIEN,1600 SW SEAHURST PARK RD,,SEAHURST PARK,47.477186,-122.361093,Fresh water,Oil Spill,Public Lands,VACANT LAND,UNKNOWN,20.0,20.0,,,Z- OTHER,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,WATER POLLUTION,8/15/2015,Seahurt Park Illegal Dumping ,177698
42,658931,KING,SEATTLE,1760 19th Ave S,,,47.58736,-122.30814,Fresh water,Oil Spill,Facility,POWER GENERATION UTILITY,MINERAL OIL/TRANSFORMER OIL,1.0,1.0,,1.0,STATIC OR PERFORMING DESIGNED FUNCTION,EXTERNAL CONDITIONS,LIGHTNING,N,"SOIL CONTAMINATION, WATER POLLUTION",8/14/2015,Seattle City Light Transformer Spill,162216
43,658899,KLICKITAT,WISHRAM,5601 WEST 26TH ST,,CELILO BRIDGE,45.65226,-120.98359,Stream/River,Oil Spill,Vehicle,CONSTRUCTION/UTILITY VEHICLE,HYDRAULIC OIL,2.0,2.0,,,MAINTENANCE/TESTING,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,WATER POLLUTION,8/18/2015,"BNSF tie crane  Hydraulic Oil Spill, Celilo Bridge",162221
44,658894,LEWIS,WINLOCK,803 NW Kerron Ave,,Olympic Trading Corporation,46.49528,-122.93823,Creek,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,EDIBLE/VEGETABLE OIL,1134.0,1134.0,,991.5,NOT OPERATING OR PERFORMING DESIGNED FUN,NKNOWN,UNKNOWN,N,"AIR POLLUTION, CONTAMINATED ROADWAY/PARKING LOT, FISH KILL, SOIL CONTAMINATION, WATER POLLUTION",8/18/2015,Winlock Warehouse Fire Oil Spill 2015,162395
48,659025,CLARK,VANCOUVER,100 Columbia St.,,Vancouver Red Lion Hotel,45.62232,-122.67539,Stream/River,Oil Spill,Vessel,PASSENGER SHIP,DIESEL/MARINE GAS OIL,1.0,1.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,UNKNOWN,UNKNOWN,N,POTENTIAL POLLUTION ONLY-NO RELEASE,8/23/2015,American Express Paddleboat spill,162291
49,659037,KING,SEATTLE,SOUTH PARK,,GREEN RIVER/DUWAMISH RIVER,47.481979,-122.261535,Fresh water,Oil Spill,Unknown,UNKNOWN,UNKNOWN,5.0,5.0,,0.0,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,8/22/2015,Duwamish River unknown sheen ERTS 659037,162315
50,658068,SNOHOMISH,EVERETT,1720 W MARINE VIEW DR,,SOUTH MARINA,48.00282,-122.21884,Fresh water,Oil Spill,Vessel,RECREATIONAL VESSEL,GASOLINE,1.0,1.0,,0.0,BILGE PUMPING,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,7/11/2015,"Port of Everett, Gas spill from boat, ERTS# 658068",163433
51,658689,KING,SEATTLE,I-5,,,47.69056,-122.32976,Fresh water,Oil Spill,Vehicle,OTHER - VEHICLE,LUBE OIL/MOTOR OIL,1.059999942779540,1.059999942779540,,0.0,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,"CONTAMINATED ROADWAY/PARKING LOT, WATER POLLUTION",8/8/2015,Collision Spill Seattle,170814
52,659087,PIERCE,TACOMA,1401 St Paul Ave,,Union Pacific Raillroad Track &  St. Paul Ave.,47.25349,-122.42235,Fresh water,Oil Spill,Vehicle,TRAIN,LUBE OIL/MOTOR OIL,1.0,1.0,,1.0,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,"CONTAMINATED ROADWAY/PARKING LOT, SOIL CONTAMINATION",8/26/2015,UP Railroad Lube Oil Spill - Tacoma 8-26-15,162383
53,659094,KLICKITAT,JOHN DAY DAM,JOHN DAY DAM,,JOHN DAY DAM,45.714921,-120.693625,Fresh water,Oil Spill,Facility,POWER GENERATION UTILITY,LUBE OIL/MOTOR OIL,1.0,1.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,HUMAN ERROR,PROCEDURAL ERROR,N,WATER POLLUTION,8/26/2015,John Day Dam Turbine Oil to Water,162386
54,659066,SNOHOMISH,EVERETT,SIVERS DUECY BLVD,,,47.933112,-122.244761,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,LUBE OIL/MOTOR OIL,1.0,1.0,,1.0,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,8/20/2015,ERTS # 659066,162453
55,659140,CLARK,CAMAS,800 NE 3rd Ave,,Safeway,45.58703,-122.39995,Fresh water,Oil Spill,Facility,RETAIL PETROLEUM OUTLET,GASOLINE,3.0,3.0,,2.0,FUELING (NON-VESSEL),EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,"CONTAMINATED ROADWAY/PARKING LOT, WATER POLLUTION",8/28/2015,Safeway Camas Gasoline Spill,162855
58,659213,SNOHOMISH,EVERETT,1205 Craftsman Way,,,48.00208,-122.21787,Fresh water,Oil Spill,Vessel,OTHER - VESSEL,DIESEL/MARINE GAS OIL,2.509999990463260,2.509999990463260,,0.0,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,9/1/2015,Everett Marina Unknown Sheen,162486
59,659258,DOUGLAS,ROCK ISLAND DAM,,,Rock Island Dam,47.340171,-120.094198,Stream/River,Oil Spill,Facility,POWER GENERATION UTILITY,LUBE OIL/MOTOR OIL,176.0,176.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,"RG/MANAGEMENT FAILURE,UNKNOWN","EQUIPMENT/SYSTEM DESIGN, UNKNOWN",N,WATER POLLUTION,9/1/2015,"Rock Island Dam, oil spill",162518
60,659261,CLARK,VANCOUVER,2565 NW Harborside Dr,,Port of Vancouver,45.6368,-122.70205,Stream/River,Oil Spill,Vessel,OTHER - VESSEL,OILY WATER MIXTURE,5.0,5.0,,,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,"POTENTIAL POLLUTION ONLY-NO RELEASE, WATER POLLUTION",9/2/2015,Port of Vancouver Berth 3 Sheen 9/2/15,162521
62,659239,KING,KIRKLAND,135 LAKE ST S,,KIRKLAND MARINA,47.674108,-122.206675,Fresh water,Oil Spill,Vessel,RECREATIONAL VESSEL,GASOLINE,1.0,1.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,EXTERNAL CONDITIONS,SEA STATE,N,,8/29/2015,KIRKLANDMARINA MULTIPLE PLEASURE CRAFT SINKINGS ERTS 659239 8/29/2015,162641
67,659166,KING,SEATTLE,NE 110TH ST & 40TH AVE NE,,,47.708159,-122.285445,Catch Basin - Wet,Oil Spill,Facility,POWER GENERATION UTILITY,MINERAL OIL/TRANSFORMER OIL,1.0,1.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,ELECTRICAL FAILURE,N,WATER POLLUTION,8/30/2015,SEATTLE CITY LIGHT TRANSFORMER RELEASE ERTS 659166 8/30/2015,162654
68,659177,SNOHOMISH,MOUNTLAKE TERRACE,4802 237TH ST SW,,,47.78347,-122.298396,Fresh water,Oil Spill,Facility,POWER GENERATION UTILITY,MINERAL OIL/TRANSFORMER OIL,6.0,6.0,,6.0,STATIC OR PERFORMING DESIGNED FUNCTION,EXTERNAL CONDITIONS,WIND,N,"CONTAMINATED ROADWAY/PARKING LOT, SOIL CONTAMINATION, WATER POLLUTION",8/30/2015,SNO PUD TRANSFORMER RELEASE ERTS 659177 8/30/2015,162653
69,659178,SNOHOMISH,MARYSVILLE,3126 SUNNYSIDE BLVD,,,48.025113,-122.146446,Catch Basin - Wet,Oil Spill,Facility,POWER GENERATION UTILITY,MINERAL OIL/TRANSFORMER OIL,1.0,1.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EXTERNAL CONDITIONS,WIND,N,SOIL CONTAMINATION,8/30/2015,SNO PUD TRANSFORMER RELEASE ERTS 659178 8/30/2015,162651
70,659179,SNOHOMISH,LYNNWOOD,3716 LARCH WAY,,,47.806583,-122.283882,Fresh water,Oil Spill,Facility,POWER GENERATION UTILITY,MINERAL OIL/TRANSFORMER OIL,5.0,5.0,,5.0,STATIC OR PERFORMING DESIGNED FUNCTION,EXTERNAL CONDITIONS,WIND,N,"CONTAMINATED ROADWAY/PARKING LOT, SOIL CONTAMINATION, WATER POLLUTION",8/30/2015,SNO PUD DOWNED TRANSFORMER ERTS 659179 8/30/2015,162655
71,659238,KING,SEATTLE,AIRPORT WAY S & S SPOKANE ST,,,47.57134,-122.322723,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,20.0,20.0,,18.0,Z- UNKNOWN,HUMAN ERROR,IMPROPER EQUIPMENT USE,N,WATER POLLUTION,8/29/2015,COMMERCIAL TRUCK ACCIDENT SEATTLE ERTS 659238 8/29/2015,162639
72,659246,KING,BOTHELL,BOTHELL WAY NE & BROOKSIDE BLVD NE,,,47.751625,-122.280776,Fresh water,Oil Spill,Facility,POWER GENERATION UTILITY,MINERAL OIL/TRANSFORMER OIL,42.0,42.0,,42.0,STATIC OR PERFORMING DESIGNED FUNCTION,EXTERNAL CONDITIONS,WIND,N,WATER POLLUTION,8/29/2015,SEATTLE CITY LIGHT DOWNED TRANSFORMER ERTS 659246 8/29/2015,162643
73,659325,CLARK,VANCOUVER,4700 NE 78th St,,Clark County Public Works Operation Center,45.68095,-122.62418,Fresh water,Oil Spill,Vehicle,TANK TRUCK,ASPHALT/CREOSEOTE,2.0,2.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,POTENTIAL POLLUTION ONLY-NO RELEASE,9/4/2015,Clark County Public Works Dept. Asphalt Spill,162677
74,658942,KING,SEATTLE,S WASHINGTON & ALASKAN WAY S,,,47.60069,-122.335615,Fresh water,Oil Spill,Unknown,UNKNOWN,GREASE,1.0,1.0,,1.0,Z- UNKNOWN,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,WATER POLLUTION,8/17/2015,658942,163043
75,659331,KITSAP,BANGOR,Bangor Navy Piers,,BANGOR NAVY PIERS,47.74581,-122.73008,Puget Sound,Oil Spill,Vessel,PUBLIC VESSEL,HYDRAULIC OIL,1.0,1.0,,1.0,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,9/5/2015,"Naval security boat, oil spill",162987
76,659334,KING,SEATTLE,3919 18TH AVE W,,Fisherman's Terminal,47.65547,-122.380021,Fresh water,Oil Spill,Vessel,FISHING VESSEL,LUBE OIL/MOTOR OIL,1.0,1.0,,0.0,Z- UNKNOWN,HUMAN ERROR,IMPROPER MAINTENANCE,N,WATER POLLUTION,9/4/2015,FV Salmon Transporter lube oil spill 9/4/15,162906
77,659369,KING,SEATTLE,,,Lake Washington Ship Canal,47.653651,-122.362104,Fresh water,Oil Spill,Vessel,OTHER - VESSEL,UNKNOWN,1.5700000524520900,1.5700000524520900,,,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,9/9/2015,Ballard Ship Canal Unknown Sheen,162731
78,659368,SNOHOMISH,EVERETT,,,STEAMBOAT SLOUGH,47.98775,-122.1556,Fresh water,Oil Spill,Vessel,RECREATIONAL VESSEL,GASOLINE,1.0,1.0,,,NOT OPERATING OR PERFORMING DESIGNED FUN,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,POTENTIAL POLLUTION ONLY-NO RELEASE,9/8/2015,Sailboat Steamboat Slough ERTS # 659368,162733
79,659372,THURSTON,OLYMPIA,,,I-5 Northbound Mile Post 115,47.075638,-122.693947,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,50.0,50.0,,,UNDERWAY OR IN MOTION,HUMAN ERROR,JUDGMENT,N,WATER POLLUTION,9/9/2015,Masco Petroleum Semi Accident,162742
80,659413,LINCOLN,REARDAN,,,Lake Roosevelt,47.924659,-118.582579,Reservoir,Oil Spill,Vessel,RECREATIONAL VESSEL,GASOLINE,1.0,1.0,,0.0,Recreation,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,POTENTIAL POLLUTION ONLY-NO RELEASE,9/6/2015,Lake Roosevelt NPS/ Rec boat fire sheen,162797
82,659340,KING,SEATTLE,7400 SANDPOINT WAY,,MAGNUSON PARK BOAT LAUNCH,47.682389,-122.263649,Fresh water,Oil Spill,Vessel,RECREATIONAL VESSEL,OILY WATER MIXTURE,2.0,2.0,,0.0,BILGE PUMPING,HUMAN ERROR,FORGETFULLNESS,N,WATER POLLUTION,9/7/2015,Magnuson Park Boat Launch Bilge Spill,163000
83,659441,WALLA WALLA,BURBANK,,,Lake Rd. and East Maple,46.201946,-118.992408,Ditch - Wet,Vehicular Accident-Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,GASOLINE,1.0,1.0,,0.0,UNDERWAY OR IN MOTION,HUMAN ERROR,OTHER - HUMAN ERROR,N,POTENTIAL POLLUTION ONLY-NO RELEASE,9/13/2015,Burbank/vehicle in water,162830
85,659476,KING,BELLEVUE,112TH AVE SE & SE 8TH ST,,,47.601448,-122.190731,Catch Basin - Wet,Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,GASOLINE,1.0,1.0,,1.0,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,WATER POLLUTION,9/15/2015,Bellevue Car Fire 9/15/2015,162893
87,659530,PIERCE,TACOMA,611 Schuster Parkway,,Commencement Bay,47.27359,-122.45443,Puget Sound,Oil Spill,Vessel,RO-RO SHIP,HYDRAULIC OIL,1.0,1.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,Y,WATER POLLUTION,9/15/2015,Cape Island Hydraulic Oil Spill 9-17-15,162922
88,659541,KING,SEATTLE,I-5,,Mercer Street on ramp to I-5 northbound,47.62918,-122.32715,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,75.0,75.0,,,UNDERWAY OR IN MOTION,HUMAN ERROR,JUDGMENT,N,WATER POLLUTION,9/17/2015,Summit NW Corporation diesel spill,162964
89,659568,KING,SEATTLE,6759 15th Ave NW,,,47.67931,-122.37713,Catch Basin - Wet,Oil Spill,Vehicle,COMMERCIAL TRUCK,GASOLINE,10.0,10.0,,10.0,OIL TRANSFER (CARGO),HUMAN ERROR,IMPROPER EQUIPMENT USE,N,"CONTAMINATED ROADWAY/PARKING LOT, WATER POLLUTION",9/18/2015,RE Powell Gasoline Spill,163012
95,659426,SKAGIT,BURLINGTON,1942 MARKETPLACE DR,,KHOLS DEPT STORE,48.44978,-122.33817,Catch Basin - Wet,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,HYDRAULIC OIL,25.0,25.0,,25.0,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,9/11/2015,Kohls trash compactor oil spill 9/11/2015,163133
96,659587,KING,SEATTLE,1ST AVE BOAT RAMP,,DUWAMISH RIVER,47.542841,-122.333638,Fresh water,Oil Spill,Unknown,UNKNOWN,LUBE OIL/MOTOR OIL,5.0,5.0,,0.0,Z-UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,9/21/2015,Duwamish Unknown Sheen,163177
99,659825,SNOHOMISH,EVERETT,,,Steamboat Slough,47.98431,-122.16534,Brackish,"Oil Spill,Loss of vessel - Sinking",Vessel,RECREATIONAL VESSEL,DIESEL/MARINE GAS OIL,1.0,1.0,,,UNDERWAY OR IN MOTION,"QUIPMENT/MATERIAL FAILURE,HUMAN ERROR","IMPROPER MAINTENANCE, STRUCTURAL FAILURE",N,WATER POLLUTION,10/1/2015,Vessel Sea Witch Sinking Steamboat Slough,163288
100,659840,GRAYS HARBOR,MONTESANO,400 Minkler Rd,,GH- GRAYS HARBOR/CHEHALIS RIV - Grays Harbor,46.96621,-123.55641,Stream/River,Oil Spill,Vessel,RECREATIONAL VESSEL,GASOLINE,14.0,14.0,,0.0,NOT OPERATING OR PERFORMING DESIGNED FUN,HUMAN ERROR,IMPROPER EQUIPMENT USE,N,POTENTIAL POLLUTION ONLY-NO RELEASE,10/3/2015,18 ft. Recreational Vessel-Allision,163302
101,659860,ADAMS,OTHELLO,,,Lee Road and 14th Avenue,46.840664,-119.154493,Canal,Vehicular Accident-Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,1.0,1.0,,0.0,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,POTENTIAL POLLUTION ONLY-NO RELEASE,10/3/2015,East Columbia Basin/ Potential diesel to canal,163311
102,659685,KING,KIRKLAND,11600 124th Ave NE,,ARCO,47.70432,-122.17528,Fresh water,Oil Spill,Facility,RETAIL PETROLEUM OUTLET,GASOLINE,6.0,6.0,,,FUELING (NON-VESSEL),EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,"CONTAMINATED ROADWAY/PARKING LOT, WATER POLLUTION",9/18/2015,Arco Gas Spill ,163330
104,659780,KING,NORTH BEND,,,CEDAR RIVER WATERSHED,47.387093,-121.70041,Fresh water,Oil Spill,Vessel,WORK BOAT,GASOLINE,1.0,1.0,,,Z- UNKNOWN,HUMAN ERROR,INATTENTION/DISTRACTION,N,,9/30/2015,Chester Morse Lake Sheen,163383
107,659742,KING,ISSAQUAH,611 FRONT ST,,DARIGOLD,47.53629,-122.03699,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,5.0,5.0,,5.0,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,9/25/2015,Darigold Issaquah Diesel 9-25-2015,163457
